sample_name	1_oxy2_Ko	2_empty	3_npsA_Ko	4_thdA_Ko	5_npsB_Ko	6_aroX_Ko	7_dhbX_Ko	8_icmX_Ko	9_adsX_Ko	10_hmoX_Ko	11_msfX_Ko	12_uvrX_Ko	13_oxy6_Kg	14_orfABC	15_npsA_Kg	16_thdA_Kg	17_npsB_Kg	18_aroX_Kg	19_dhbX_Kg	20_icmX_Kg	21_adsX_Kg	22_hmoX_Kg	23_msfX_Kg	24_uvrX_Kg	25_oxy1_Km	26_oxy5_Km	27_LeupAB	28_npsA_Km	29_thdA_Km	30_npsB_Km	31_aroX_Km	32_dhbX_Km	33_icmX_Km	34_adsX_Km	35_hmoX_Km	36_msfX_Km	37_uvrX_Km	38_oxy4_Kpas	39_orfA_truncated	40_npsA_Kpa	41_thdA_Kpa	42_npsB_Kpa	43_aroX_Kpa	44_dhbX_Kpa	45_icmX_Kpa	46_adsX_Kpa	47_hmoX_Kpa	48_msfX_Kpa	49_uvrX_Kpa	50_oxy8_Khaux	51_oxy3_Sp
GCF_029842355.1_ASM2984235v1_genomic.fasta	87.1	97.959	93.754	92.76	94.145	94.872	95.038	95.893	94.923	98.039	92.782	93.103	97.248		95.069	94.667	95.494	96.752	94.667	94.945	96.667	96.832	94.891	95.491	99.543	97.603	99.352	99.803	100.0	99.703	99.316	99.873	99.842	99.436	99.076	99.676	99.691	94.977		97.83	98.268	98.376	98.889	98.728	98.578	98.671	99.076	98.054	98.276	97.592	85.499
GCF_029844325.1_ASM2984432v1_genomic.fasta	74.161	98.98								100.0			75.097												75.477	74.761	99.19											74.692												75.097	85.499
GCF_029844645.1_ASM2984464v1_genomic.fasta	86.468	95.918	95.003	96.104	95.011	95.214	95.038	96.682	95.231	100.0	92.457	94.385	99.543	99.598	99.343	100.0	99.52	99.658	100.0	99.684	99.59	99.736	99.676	99.514	97.018	95.757		94.938	94.667	95.265	96.752	97.074	95.419	96.821	96.832	94.891	95.668	95.413	94.915	94.806	93.939	95.311	96.581	96.947	95.419	96.472	96.568	95.134	95.756	99.429	84.877
GCF_029960265.1_ASM2996026v1_genomic.fasta	74.015	98.98	93.623	92.76	94.099	94.872	95.165	96.051	94.974	100.0	92.701	93.236	97.238		94.938	94.667	95.494	96.752	94.667	95.103	96.821	97.03	94.809	95.623	99.087	97.595	99.19	100.0	100.0	99.886	100.0	100.0	100.0	100.0	100.0	99.919	99.956	94.96		97.765	98.268	98.376	99.402	98.855	98.736	99.029	99.604	97.972	98.453	96.904	85.35
GCF_029960425.1_ASM2996042v1_genomic.fasta	87.1	98.98	93.557	92.76	94.167	95.043	95.038	96.051	94.974	100.0	92.863	93.103	97.018		94.872	94.667	95.517	97.094	94.667	95.103	96.615	96.964	94.972	95.535	99.772	97.374	99.109	99.671	100.0	99.588	99.487	99.873	100.0	99.385	99.208	99.757	99.735	94.977		97.699	98.268	98.399	99.06	98.728	98.736	98.62	99.208	98.135	98.32	97.362	85.485
GCF_030164605.1_ASM3016460v1_genomic.fasta	87.285	98.98	93.754	92.76	94.145	94.872	95.038	95.893	94.923	96.226	92.782	93.103	97.468		95.069	94.667	95.494	96.752	94.667	94.945	96.667	96.832	94.891	95.491	99.087	97.824	99.109	99.803	100.0	99.703	99.316	99.873	99.842	99.436	99.076	99.676	99.691	95.189		97.83	98.268	98.376	98.889	98.728	98.578	98.671	99.076	98.054	98.276	97.133	85.35
GCF_030164645.1_ASM3016464v1_genomic.fasta	74.307	98.98								98.113			75.226												75.613	74.898	99.271											74.829												75.226	85.405
GCF_030169945.1_ASM3016994v1_genomic.fasta	86.306	94.898	93.623	92.208	94.19	94.53	94.656	95.893	94.821	95.695	92.62	93.28	95.876	94.079	94.872	93.939	95.425	96.581	93.939	94.945	96.564	96.766	95.215	95.844	94.725	96.087		97.83	98.268	98.261	99.402	98.728	98.578	99.077	99.736	98.135	98.453	99.772	98.068	99.54	100.0	99.954	100.0	99.109	99.526	99.54	99.736	99.108	99.646	95.32	85.203
GCF_030183005.1_ASM3018300v1_genomic.fasta	99.656	98.276	99.408	99.134	99.542	99.06	99.873	100.0	99.538	99.735	99.513	99.248	86.766		95.266	96.97	95.263	95.641	96.97	96.367	95.385	96.032	92.701	94.607	86.872	87.171		93.82	93.665	94.122	95.299	95.293	96.051	95.128	95.833	92.782	93.501	86.301		93.557	93.074	94.282	94.957	94.911	96.051	95.143	95.701	92.457	93.59	86.239	84.354
GCF_030183005.2_NA_genomic.fasta	99.656	98.276	99.408	99.134	99.542	99.06	99.873	100.0	99.538	99.735	99.513	99.248	86.766		95.266	96.97	95.263	95.641	96.97	96.367	95.385	96.032	92.701	94.607	86.872	87.171		93.82	93.665	94.122	95.299	95.293	96.051	95.128	95.833	92.782	93.501	86.301		93.557	93.074	94.282	94.957	94.911	96.051	95.143	95.701	92.457	93.59	86.239	84.354
GCF_030185035.1_ASM3018503v1_genomic.fasta	73.958	94.898											95.512												96.461	99.084	92.389											95.325												95.183	84.31
GCF_030185035.2_NA_genomic.fasta	73.958	94.898											95.512												96.461	99.084	92.389											95.325												95.183	84.31
GCF_030185235.1_NA_genomic.fasta	87.215	98.98								95.0			97.018												99.772	97.374	99.271											94.749												97.362	85.499
GCF_030185295.1_NA_genomic.fasta	87.215	98.98								95.0			97.018												99.772	97.374	99.271											94.749												97.362	85.499
GCF_030186415.1_ASM3018641v1_genomic.fasta	99.656	100.0	99.408	99.134	99.382	99.487	99.491	99.526	99.026	100.0	99.513	99.293	86.997		95.266	96.97	95.263	95.556	96.97	95.893	95.077	96.032	92.539	94.385	87.1	87.4		93.82	93.665	94.075	95.214	95.42	95.577	94.821	95.833	92.62	93.28	86.53		93.557	93.074	94.235	94.872	95.038	95.577	94.834	95.701	92.295	93.369	86.468	84.543
GCF_030193755.1_ASM3019375v1_genomic.fasta	86.306	94.898	93.623	92.208	94.19	94.53	94.656	95.893	94.821	95.695	92.62	93.28	95.876	94.079	94.872	93.939	95.425	96.581	93.939	94.945	96.564	96.766	95.215	95.844	94.725	96.087		97.83	98.268	98.261	99.402	98.728	98.578	99.077	99.736	98.135	98.453	99.772	98.068	99.54	100.0	99.954	100.0	99.109	99.526	99.54	99.736	99.108	99.646	95.32	85.203
GCF_030193795.1_ASM3019379v1_genomic.fasta	86.306	94.898	93.623	92.208	94.19	94.53	94.656	95.893	94.821	95.695	92.62	93.28	95.876	94.079	94.872	93.939	95.425	96.581	93.939	94.945	96.564	96.766	95.215	95.844	94.725	96.087		97.83	98.268	98.261	99.402	98.728	98.578	99.077	99.736	98.135	98.453	99.772	98.068	99.54	100.0	99.954	100.0	99.109	99.526	99.54	99.736	99.108	99.646	95.32	85.203
GCF_030194355.1_ASM3019435v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030194365.1_ASM3019436v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030194535.1_ASM3019453v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030195115.1_ASM3019511v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030195175.1_ASM3019517v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030195225.1_ASM3019522v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030195575.1_ASM3019557v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030213545.1_ASM3021354v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030215845.1_ASM3021584v1_genomic.fasta	87.215	98.98								96.364			97.133												99.429	97.489	99.109											94.863												97.477	85.499
GCF_030216235.1_ASM3021623v1_genomic.fasta	86.766	95.918	95.069	95.671	95.172	95.214	95.547	96.682	95.179	95.894	92.62	94.385	99.885	99.921	99.671	99.567	99.474	99.658	99.567	99.684	99.538	99.868	99.757	99.779	96.674	96.087		94.872	95.023	95.357	96.752	97.583	95.419	96.667	96.964	94.972	95.756	95.742	93.795	94.74	93.506	95.425	96.581	97.455	95.419	96.319	96.7	95.215	95.844	99.087	84.915
GCF_030225535.1_ASM3022553v1_genomic.fasta	100.0	100.0	99.408	99.134	99.428	98.889	99.618	99.842	99.231	99.669	99.27	99.072	86.881		95.135	96.97	95.263	95.641	96.97	96.524	95.282	96.098	92.539	94.385	86.986	87.171		93.688	93.665	94.075	95.128	95.293	95.893	95.026	95.899	92.376	93.369	86.416		93.425	93.074	94.235	94.786	94.911	95.893	95.143	95.767	92.052	93.324	86.353	84.26
GCF_030225565.1_ASM3022556v1_genomic.fasta	87.215	98.98								98.039			97.133												99.429	97.489	99.109											94.863												97.477	85.499
GCF_030225605.1_ASM3022560v1_genomic.fasta	99.313	100.0			100.0					100.0	99.676	99.204	86.651				96.407					98.246	92.782	94.474	86.758	87.056				94.611					96.491	92.782	93.28	86.187				94.611					94.737	92.457	93.369	86.124	84.29
GCF_030225715.1_ASM3022571v1_genomic.fasta	100.0	100.0	99.408	99.134	99.428	98.889	99.618	99.842	99.231	99.669	99.27	99.072	86.881		95.135	96.97	95.263	95.641	96.97	96.524	95.282	96.098	92.539	94.385	86.986	87.171		93.688	93.665	94.075	95.128	95.293	95.893	95.026	95.899	92.376	93.369	86.416		93.425	93.074	94.235	94.786	94.911	95.893	95.143	95.767	92.052	93.324	86.353	84.26
GCF_030248395.1_ASM3024839v1_genomic.fasta	86.986	98.98											96.789												100.0	97.146	99.352											94.749												97.133	85.311
GCF_030283225.1_ASM3028322v1_genomic.fasta	86.986	98.98											96.904												99.658	97.26	99.352											94.863												97.248	85.391
GCF_030283425.1_ASM3028342v1_genomic.fasta	87.215	98.98											97.133												99.429	97.489	99.19											94.863												97.477	85.405
GCF_030283905.1_ASM3028390v1_genomic.fasta	86.986	98.98											96.904												99.658	97.26	99.352											94.863												97.248	85.391
GCF_030286175.1_ASM3028617v1_genomic.fasta	86.986	98.98								98.0			97.133												99.658	97.489	99.514											95.091												97.477	85.405
GCF_030291695.1_ASM3029169v1_genomic.fasta	87.4	98.98											97.353	97.447											99.429	97.709												95.304	95.642											97.018	85.539
GCF_030294205.1_ASM3029420v1_genomic.fasta	86.598	94.898											95.512												96.461	99.084	92.389											95.325												95.183	84.31
GCF_030294285.1_ASM3029428v1_genomic.fasta	86.986	98.98											96.904												99.658	97.26	99.352											94.863												97.248	85.391
GCF_030294485.1_ASM3029448v1_genomic.fasta	87.215	98.98											97.133												99.429	97.489	99.19											94.863												97.477	85.405
GCF_030342765.1_ASM3034276v1_genomic.fasta	99.542	100.0	99.408	99.134	99.474	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.003	96.97	95.195	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.557	93.665	94.053	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.294	93.074	94.213	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.637
GCF_030342775.1_ASM3034277v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030342805.1_ASM3034280v1_genomic.fasta	74.161	97.701	99.474	99.134	99.611	99.231	99.746	99.684	99.487	100.0	98.946	99.248	75.097		95.069	96.97	95.263	95.641	96.97	96.367	95.436	95.899	92.539	94.609	75.477	74.761		93.623	93.665	94.029	95.299	95.165	96.051	95.179	95.701	92.539	93.413	74.692		93.36	93.074	94.189	94.957	94.784	96.051	95.194	95.569	92.214	93.457	75.097	84.354
GCF_030342845.1_ASM3034284v1_genomic.fasta	86.942	95.918											95.972												96.918	99.542	92.146											95.876												95.642	84.499
GCF_030342865.1_ASM3034286v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030342875.1_ASM3034287v1_genomic.fasta	99.198	99.425	99.408	99.134	99.451	99.231	99.746	100.0	99.128	99.868	99.189	99.646	86.766		95.003	96.97	95.355	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.166	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.326	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.196
GCF_030342905.1_ASM3034290v1_genomic.fasta	99.656	100.0			100.0					100.0	99.351	99.16	86.881				96.407					98.246	92.62	94.518	86.986	87.285				94.611					96.491	92.539	93.324	86.416				94.611					94.737	92.214	93.413	86.353	84.449
GCF_030342925.1_ASM3034292v1_genomic.fasta	87.285	98.98	93.623	92.76	93.984					98.0	92.701	93.192	97.238		94.938	94.667	95.38		94.667			96.226	94.809	95.579	99.087	97.595	99.19	100.0	100.0	100.0					100.0	99.919	100.0	94.96		97.765	98.268	98.261					99.057	97.972	98.408	96.904	85.35
GCF_030342935.1_ASM3034293v1_genomic.fasta	87.285	98.98	93.623	92.76	93.984					100.0	92.701	93.192	97.238		94.938	94.667	95.38		94.667			96.226	94.809	95.579	99.087	97.595	99.19	100.0	100.0	100.0					100.0	99.919	100.0	94.96		97.765	98.268	98.261					99.057	97.972	98.408	96.904	85.35
GCF_030342985.1_ASM3034298v1_genomic.fasta	99.198	99.425	99.408	99.134	99.451	99.231	99.746	100.0	99.128	99.868	99.189	99.646	86.766		95.003	96.97	95.355	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.166	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.326	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.196
GCF_030342995.1_ASM3034299v1_genomic.fasta	74.161	99.425	99.408	99.134	99.428	99.231	99.746	100.0	99.128	98.0	99.189	99.646	75.097		95.003	96.97	95.3	95.812	96.97	96.367	95.333	96.032	92.295	94.385	75.477	74.761		93.557	93.665	94.107	95.47	95.165	96.051	95.077	95.833	92.295	93.192	74.692		93.294	93.074	94.257	95.128	94.784	96.051	95.092	95.701	92.052	93.28	75.097	84.29
GCF_030343045.1_ASM3034304v1_genomic.fasta	99.198	99.425	99.408	99.134	99.451	99.231	99.746	100.0	99.128	99.868	99.189	99.646	86.766		95.003	96.97	95.355	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.166	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.326	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.196
GCF_030343045.2_ASM3034304v2_genomic.fasta	99.198	99.425	99.408	99.134	99.451	99.231	99.746	100.0	99.128	99.868	99.189	99.646	86.766		95.003	96.97	95.355	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.166	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.326	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.196
GCF_030343055.1_ASM3034305v1_genomic.fasta	99.198	99.425	99.408	99.134	99.451	99.231	99.746	100.0	99.128	99.868	99.189	99.646	86.766		95.003	96.97	95.355	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.166	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.326	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.196
GCF_030343095.1_ASM3034309v1_genomic.fasta	74.161	99.425	99.408	99.134	99.428	99.231	99.746	100.0	99.206	98.0	99.189	99.646	75.097		95.003	96.97	95.3	95.812	96.97	96.367	92.857	96.032	92.295	94.385	75.477	74.761		93.557	93.665	94.107	95.47	95.165	96.051	92.063	95.833	92.295	93.192	74.692		93.294	93.074	94.257	95.128	94.784	96.051	92.636	95.701	92.052	93.28	75.097	84.29
GCF_030343105.1_ASM3034310v1_genomic.fasta	99.198	99.425								98.0	99.189	99.643	86.766										92.295	94.521	86.758	87.171										92.295	93.036	86.301										92.052	92.857	86.239	84.29
GCF_030343165.1_ASM3034316v1_genomic.fasta	99.198	99.425	99.408	99.134	99.428	99.231	99.746	100.0	99.128	98.0	99.189	99.646	86.766		95.003	96.97	95.3	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.107	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.257	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343185.1_ASM3034318v1_genomic.fasta	86.191	94.898	93.491	92.208	94.19	94.444	94.784	95.735	94.974	95.497	92.539	93.103	95.762	94.408	94.74	93.939	95.403	96.496	93.939	94.787	96.513	96.7	95.134	95.668	94.61	95.972		97.83	98.268	98.238	99.316	98.855	98.42	99.231	99.538	98.216	98.276	99.658	98.309	99.671	100.0	99.886	99.915	99.237	99.368	99.693	99.67	99.838	99.779	95.205	85.108
GCF_030343205.1_ASM3034320v1_genomic.fasta	86.224	93.678											85.682												85.812	85.04												86.073												85.649	99.05
GCF_030343225.1_ASM3034322v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343235.1_ASM3034323v1_genomic.fasta	99.198	99.425	99.408	99.134	99.718	99.231	99.746	100.0	99.128	100.0	99.189	99.646	86.766		95.003	96.97	96.034	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.93	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	95.211	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343265.1_ASM3034326v1_genomic.fasta	99.198	99.425							98.802	99.868	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343285.1_ASM3034328v1_genomic.fasta	99.198	99.425							98.802	99.868	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343295.1_ASM3034329v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343325.1_ASM3034332v1_genomic.fasta	99.656	100.0	99.408	99.134	99.497	99.231	99.873	100.0	99.538	99.735	99.513	99.248	86.766		95.003	96.97	95.217	95.812	96.97	96.367	95.385	96.032	92.701	94.607	86.872	87.171		93.557	93.665	94.076	95.47	95.293	96.051	95.128	95.833	92.782	93.501	86.301		93.294	93.074	94.236	95.128	94.911	96.051	95.143	95.701	92.457	93.59	86.239	84.354
GCF_030343345.1_ASM3034334v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343365.1_ASM3034336v1_genomic.fasta	99.198	99.425							98.802	96.226	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343375.1_ASM3034337v1_genomic.fasta	99.198	99.425							98.802	99.868	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343405.1_ASM3034340v1_genomic.fasta	99.771	100.0	99.54	100.0	99.84	99.915	100.0	100.0	99.897	99.801	99.108	98.939	86.651		95.069	96.104	95.217	95.299	96.104	96.367	95.231	95.833	92.782	94.209	86.758	87.056		93.557	92.76	94.007	94.957	95.165	96.051	94.974	95.635	92.863	93.324	86.187		93.294	92.208	94.213	94.615	94.784	96.051	94.99	95.503	92.62	93.324	86.124	84.449
GCF_030343425.1_ASM3034342v1_genomic.fasta	74.307	99.425							98.802	99.868	99.189	99.646	75.226								96.407	96.032	92.295	94.385	75.613	74.898								94.81	95.833	92.295	93.192	74.829								95.01	95.701	92.052	93.28	75.226	84.29
GCF_030343445.1_ASM3034344v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343465.1_ASM3034346v1_genomic.fasta	99.198	99.425	99.408	99.134	99.718	99.231	99.746	100.0	99.128	98.0	99.189	99.646	86.766		95.003	96.97	96.034	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.93	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	95.211	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343485.1_ASM3034348v1_genomic.fasta	99.198	99.425	99.408	99.134	99.718	99.231	99.746	100.0	99.128	98.0	99.189	99.646	86.766		95.003	96.97	96.034	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.93	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	95.211	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343495.1_ASM3034349v1_genomic.fasta	99.198	99.425	99.408	99.134	99.428	99.231	99.746	100.0	99.128	99.868	99.189	99.646	86.766		95.003	96.97	95.3	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.107	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.257	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343545.1_ASM3034354v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343565.1_ASM3034356v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343625.1_ASM3034362v1_genomic.fasta	74.453	99.425	99.408	99.134	99.451	99.145	99.746	100.0	99.128	99.868	99.189	99.646	75.355		95.003	96.97	95.355	95.726	96.97	96.367	95.333	96.032	92.295	94.385	75.749	75.034		93.557	93.665	94.166	95.385	95.165	96.051	95.077	95.833	92.295	93.192	74.966		93.294	93.074	94.326	95.043	94.784	96.051	95.092	95.701	92.052	93.28	75.355	84.29
GCF_030343625.2_ASM3034362v2_genomic.fasta	74.453	99.425	99.408	99.134	99.451	99.145	99.746	100.0	99.128	99.868	99.189	99.646	75.355		95.003	96.97	95.355	95.726	96.97	96.367	95.333	96.032	92.295	94.385	75.749	75.034		93.557	93.665	94.166	95.385	95.165	96.051	95.077	95.833	92.295	93.192	74.966		93.294	93.074	94.326	95.043	94.784	96.051	95.092	95.701	92.052	93.28	75.355	84.29
GCF_030343645.1_ASM3034364v1_genomic.fasta	74.307	99.425	99.408	99.134	99.428	99.231	99.746	100.0	99.128	99.868	99.189	99.646	75.226		95.003	96.97	95.3	95.812	96.97	96.367	95.333	96.032	92.295	94.385	75.613	74.898		93.557	93.665	94.107	95.47	95.165	96.051	95.077	95.833	92.295	93.192	74.829		93.294	93.074	94.257	95.128	94.784	96.051	95.092	95.701	92.052	93.28	75.226	84.29
GCF_030343655.1_ASM3034365v1_genomic.fasta	99.198	99.425	99.408	99.134	99.428	99.231	99.746	100.0	99.128	98.0	99.189	99.646	86.766		95.003	96.97	95.3	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.107	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.257	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343685.1_ASM3034368v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
GCF_030343705.1_ASM3034370v1_genomic.fasta	99.198	99.425	99.408	99.134	99.718	99.231	99.746	100.0	99.128	98.0	99.189	99.646	86.766		95.003	96.97	96.034	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.93	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	95.211	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343745.1_ASM3034374v1_genomic.fasta	86.942	95.918											95.972												96.918	99.542	92.146											95.876												95.642	84.499
GCF_030343755.1_ASM3034375v1_genomic.fasta	86.942	95.918											95.972												96.918	99.542	92.146											95.876												95.642	84.499
GCF_030343825.1_ASM3034382v1_genomic.fasta	99.198	99.425						100.0	99.128	98.0	99.189	99.646	86.766							98.462	95.333	96.032	92.295	94.385	86.758	87.171							98.485	95.077	95.833	92.295	93.192	86.301							98.485	95.092	95.701	92.052	93.28	86.239	84.29
GCF_030343845.1_ASM3034384v1_genomic.fasta	74.307	99.425							98.802	98.0	99.189	99.646	75.226								96.407	96.032	92.295	94.385	75.613	74.898								94.81	95.833	92.295	93.192	74.829								95.01	95.701	92.052	93.28	75.226	84.29
GCF_030343865.1_ASM3034386v1_genomic.fasta	99.656	98.851			100.0					100.0	99.594	98.806	86.766				96.407					98.246	92.62	94.341	86.872	87.171				94.611					96.491	92.701	93.192	86.301				94.611					94.737	92.376	93.236	86.239	84.354
GCF_030343875.1_ASM3034387v1_genomic.fasta	86.766	95.918	95.069	95.671	95.172	95.214	95.674	96.682	95.179	98.113	92.62	94.385	99.885	99.921	99.671	99.567	99.474	99.658	99.567	99.684	99.538	99.868	99.757	99.779	96.674	96.087		94.872	95.023	95.357	96.752	97.71	95.419	96.667	96.964	94.972	95.756	95.742	94.915	94.74	93.506	95.425	96.581	97.583	95.419	96.319	96.7	95.215	95.844	99.087	84.915
GCF_030343905.1_ASM3034390v1_genomic.fasta	99.198	99.425							98.802	98.0	99.189	99.646	86.766								96.407	96.032	92.295	94.385	86.758	87.171								94.81	95.833	92.295	93.192	86.301								95.01	95.701	92.052	93.28	86.239	84.29
